datetime,Global_active_power,temperature_c,humidity_pct,occupancy,Sub_metering_1,Sub_metering_2,Sub_metering_3,is_weekend,is_holiday
2020-01-02 15:00:00,0.5289,5.73,59.7,0.099,0.0629,0.0689,0.0892,0,0
2020-01-02 16:00:00,0.6503,5.92,52.8,0.083,0.08,0.063,0.1633,0,0
2020-01-02 17:00:00,1.0215,4.34,55.5,0.091,0.1686,0.0946,0.287,0,0
2020-01-02 18:00:00,1.8953,3.14,47.0,1.0,0.3321,0.1912,0.4558,0,0
2020-01-02 19:00:00,2.5101,2.08,54.6,1.0,0.4211,0.2928,0.595,0,0
2020-01-02 20:00:00,2.4562,-0.41,54.3,1.0,0.3708,0.2506,0.629,0,0
2020-01-02 21:00:00,2.2396,0.11,53.9,0.987,0.4471,0.3184,0.4664,0,0
2020-01-02 22:00:00,1.5877,0.02,42.8,0.974,0.2703,0.2653,0.4642,0,0
2020-01-02 23:00:00,1.4953,2.0,56.7,1.0,0.1906,0.1943,0.3668,0,0
2020-01-03 00:00:00,1.4647,0.87,61.3,1.0,0.2721,0.1796,0.4291,0,0
2020-01-03 01:00:00,1.52,-2.18,64.9,1.0,0.2339,0.1277,0.3796,0,0
2020-01-03 02:00:00,1.3581,1.25,68.1,1.0,0.2483,0.2233,0.2642,0,0
2020-01-03 03:00:00,1.4255,0.66,74.9,1.0,0.1435,0.2516,0.2287,0,0
2020-01-03 04:00:00,1.3977,0.84,69.7,0.997,0.246,0.2283,0.2359,0,0
2020-01-03 05:00:00,1.2529,3.5,66.6,0.972,0.2008,0.2208,0.2058,0,0
2020-01-03 06:00:00,1.4082,4.91,70.9,1.0,0.2452,0.2363,0.2402,0,0
2020-01-03 07:00:00,1.8613,5.53,77.3,1.0,0.3202,0.189,0.388,0,0
2020-01-03 08:00:00,1.5539,3.6,73.8,0.479,0.1776,0.2271,0.4333,0,0
2020-01-03 09:00:00,1.061,5.02,67.6,0.112,0.1928,0.1414,0.2022,0,0
2020-01-03 10:00:00,0.5578,6.45,66.1,0.119,0.057,0.0555,0.1369,0,0
2020-01-03 11:00:00,0.3579,7.72,57.8,0.071,0.0521,0.0587,0.0913,0,0
2020-01-03 12:00:00,0.4024,5.64,63.2,0.109,0.0505,0.0672,0.1031,0,0
2020-01-03 13:00:00,0.48,5.98,53.7,0.081,0.0761,0.0487,0.1433,0,0
2020-01-03 14:00:00,0.7314,4.3,52.7,0.135,0.1274,0.0984,0.1303,0,0
2020-01-03 15:00:00,0.7591,3.69,55.7,0.121,0.1454,0.0644,0.1696,0,0
2020-01-03 16:00:00,0.653,6.08,58.3,0.133,0.0707,0.0665,0.1199,0,0
2020-01-03 17:00:00,0.8551,6.17,43.1,0.07,0.1353,0.1099,0.2307,0,0
2020-01-03 18:00:00,2.0624,3.25,49.2,0.953,0.2795,0.3617,0.3573,0,0
2020-01-03 19:00:00,2.0364,4.09,60.0,1.0,0.2553,0.2483,0.4053,0,0
2020-01-03 20:00:00,2.31,2.4,50.6,0.989,0.2499,0.2134,0.6585,0,0
2020-01-03 21:00:00,2.0415,0.27,55.3,0.968,0.2507,0.2088,0.4274,0,0
2020-01-03 22:00:00,1.6966,1.3,51.1,0.959,0.2481,0.2423,0.3277,0,0
2020-01-03 23:00:00,1.3629,2.77,56.1,1.0,0.137,0.2356,0.2827,0,0
2020-01-04 00:00:00,1.489,0.36,57.8,0.765,0.2362,0.2485,0.3194,1,0
2020-01-04 01:00:00,1.3915,2.86,65.6,0.807,0.1537,0.2286,0.2664,1,0
2020-01-04 02:00:00,1.5184,-3.12,75.1,0.823,0.2392,0.1276,0.3343,1,0
2020-01-04 03:00:00,1.2759,2.52,63.2,0.804,0.1757,0.177,0.2273,1,0
2020-01-04 04:00:00,1.4093,2.04,76.4,0.84,0.25,0.1779,0.4202,1,0
2020-01-04 05:00:00,1.5284,2.19,70.7,0.766,0.2199,0.2063,0.3477,1,0
2020-01-04 06:00:00,1.6998,3.55,73.2,0.799,0.3303,0.1362,0.4775,1,0
2020-01-04 07:00:00,2.1196,1.21,67.7,0.916,0.2811,0.2739,0.4175,1,0
2020-01-04 08:00:00,2.0629,4.58,67.8,0.988,0.3183,0.3623,0.5739,1,0
2020-01-04 09:00:00,1.6497,6.07,68.2,0.993,0.2857,0.2037,0.3305,1,0
2020-01-04 10:00:00,1.0712,8.23,56.9,0.94,0.1305,0.125,0.1886,1,0
2020-01-04 11:00:00,1.1495,5.53,59.9,0.931,0.1168,0.205,0.2652,1,0
2020-01-04 12:00:00,1.1579,5.2,58.1,0.928,0.2067,0.1666,0.3361,1,0
2020-01-04 13:00:00,1.1416,5.56,58.0,0.986,0.1476,0.1354,0.2525,1,0
2020-01-04 14:00:00,1.0602,7.38,61.3,0.968,0.1229,0.1408,0.2811,1,0
2020-01-04 15:00:00,1.1986,6.03,56.4,0.988,0.1909,0.1347,0.2726,1,0
2020-01-04 16:00:00,1.3956,4.12,48.3,0.912,0.1916,0.1982,0.3946,1,0
2020-01-04 17:00:00,1.672,4.96,53.5,0.948,0.2116,0.2494,0.3201,1,0
2020-01-04 18:00:00,2.0911,3.56,48.8,0.968,0.357,0.2933,0.5929,1,0
2020-01-04 19:00:00,2.3224,4.09,52.2,0.99,0.457,0.2562,0.4263,1,0
2020-01-04 20:00:00,2.5033,0.86,53.8,0.938,0.3822,0.4062,0.6372,1,0
2020-01-04 21:00:00,2.3203,0.8,54.9,0.931,0.4122,0.3869,0.5002,1,0
2020-01-04 22:00:00,1.9039,0.22,58.1,0.991,0.3506,0.2846,0.4951,1,0
2020-01-04 23:00:00,1.8024,-1.68,62.5,0.905,0.2675,0.1589,0.5179,1,0
2020-01-05 00:00:00,1.4325,0.91,61.8,0.798,0.2157,0.16,0.2182,1,0
2020-01-05 01:00:00,1.4867,0.96,64.3,0.796,0.2554,0.1949,0.2796,1,0
2020-01-05 02:00:00,1.3309,0.88,57.3,0.765,0.2562,0.2254,0.3578,1,0
2020-01-05 03:00:00,1.3546,0.99,64.1,0.789,0.2461,0.1467,0.2732,1,0
2020-01-05 04:00:00,1.5948,-0.16,74.8,0.822,0.2842,0.1765,0.3012,1,0
2020-01-05 05:00:00,1.3115,2.06,73.8,0.787,0.2329,0.1172,0.2304,1,0
2020-01-05 06:00:00,1.7292,2.95,71.7,0.781,0.2542,0.2605,0.4404,1,0
2020-01-05 07:00:00,2.223,3.04,73.1,0.978,0.4136,0.3073,0.4583,1,0
2020-01-05 08:00:00,1.897,4.72,66.7,0.999,0.2576,0.3295,0.5449,1,0
2020-01-05 09:00:00,1.5802,6.19,68.0,0.978,0.2541,0.2827,0.4216,1,0
2020-01-05 10:00:00,1.0854,8.89,62.0,0.985,0.1234,0.0975,0.2451,1,0
2020-01-05 11:00:00,1.293,6.63,63.0,0.994,0.2134,0.1403,0.2325,1,0
2020-01-05 12:00:00,1.2665,6.85,66.3,0.98,0.2216,0.1297,0.2001,1,0
2020-01-05 13:00:00,1.3574,6.25,60.6,0.998,0.1915,0.1928,0.2522,1,0
2020-01-05 14:00:00,1.4514,3.19,51.8,0.975,0.2195,0.1486,0.4217,1,0
2020-01-05 15:00:00,1.3344,5.55,37.8,0.966,0.1356,0.2315,0.3908,1,0
2020-01-05 16:00:00,1.5811,5.06,47.1,0.969,0.3011,0.2289,0.4682,1,0
2020-01-05 17:00:00,1.4895,7.94,49.5,0.99,0.2703,0.1921,0.2899,1,0
2020-01-05 18:00:00,2.1918,3.18,42.6,0.968,0.38,0.3219,0.5278,1,0
2020-01-05 19:00:00,2.5825,3.14,50.4,0.976,0.2758,0.4605,0.6935,1,0
2020-01-05 20:00:00,2.5004,1.91,62.6,0.922,0.3047,0.3134,0.4496,1,0
2020-01-05 21:00:00,2.3226,-0.41,47.6,0.991,0.462,0.2643,0.4674,1,0
2020-01-05 22:00:00,1.7514,2.58,54.2,0.945,0.2556,0.1981,0.4154,1,0
2020-01-05 23:00:00,1.5497,1.7,70.0,0.916,0.2909,0.1635,0.2364,1,0
2020-01-06 00:00:00,1.2443,1.71,59.7,1.0,0.2088,0.1559,0.2936,0,0
2020-01-06 01:00:00,1.348,-0.74,65.7,0.986,0.244,0.1981,0.2136,0,0
2020-01-06 02:00:00,1.0428,3.03,68.5,0.968,0.1679,0.1827,0.21,0,0
2020-01-06 03:00:00,1.5168,-0.7,72.5,0.976,0.1807,0.1676,0.4105,0,0
2020-01-06 04:00:00,1.3906,2.91,70.7,0.953,0.2106,0.1606,0.3059,0,0
2020-01-06 05:00:00,0.9921,6.03,79.3,0.959,0.1826,0.1752,0.2954,0,0
2020-01-06 06:00:00,1.5464,2.04,66.9,1.0,0.2954,0.1329,0.4077,0,0
2020-01-06 07:00:00,1.872,3.45,82.3,1.0,0.3195,0.3343,0.4526,0,0
2020-01-06 08:00:00,1.4642,5.17,68.5,0.495,0.2447,0.1691,0.2739,0,0
2020-01-06 09:00:00,0.9796,4.89,60.5,0.113,0.1596,0.1386,0.1597,0,0
2020-01-06 10:00:00,0.8034,3.8,67.5,0.131,0.1259,0.0886,0.2331,0,0
2020-01-06 11:00:00,0.5671,6.53,56.6,0.086,0.1072,0.0687,0.0876,0,0
2020-01-06 12:00:00,0.5854,4.93,59.9,0.115,0.1036,0.0597,0.1476,0,0
2020-01-06 13:00:00,0.5726,7.13,56.3,0.085,0.0984,0.0546,0.1191,0,0
2020-01-06 14:00:00,0.5309,4.74,54.6,0.114,0.0749,0.0941,0.1559,0,0
2020-01-06 15:00:00,0.3789,7.97,54.3,0.072,0.0554,0.0531,0.0799,0,0
2020-01-06 16:00:00,1.0179,3.85,50.9,0.148,0.1461,0.0899,0.2344,0,0
2020-01-06 17:00:00,1.0784,3.82,55.4,0.058,0.2155,0.1178,0.2778,0,0
2020-01-06 18:00:00,1.9002,4.75,55.9,1.0,0.3651,0.3058,0.4379,0,0
2020-01-06 19:00:00,2.3257,0.9,46.6,0.979,0.2573,0.3029,0.6032,0,0
2020-01-06 20:00:00,2.3342,2.37,46.8,1.0,0.3434,0.3537,0.3525,0,0
2020-01-06 21:00:00,1.9625,3.36,55.1,0.993,0.2485,0.1732,0.5176,0,0
2020-01-06 22:00:00,1.8703,-1.48,54.3,0.981,0.243,0.2219,0.4832,0,0
2020-01-06 23:00:00,1.48,0.9,59.1,0.975,0.1503,0.2519,0.3659,0,0
2020-01-07 00:00:00,1.3789,0.98,52.8,0.968,0.1561,0.1754,0.2287,0,0
2020-01-07 01:00:00,1.1506,1.86,54.1,1.0,0.1828,0.1211,0.2109,0,0
2020-01-07 02:00:00,1.4606,-0.87,71.5,0.972,0.2423,0.1227,0.3925,0,0
2020-01-07 03:00:00,1.4368,-0.51,70.9,1.0,0.2808,0.1898,0.3661,0,0
2020-01-07 04:00:00,1.2873,2.87,77.4,0.999,0.235,0.1933,0.199,0,0
2020-01-07 05:00:00,1.3504,3.26,72.0,0.957,0.1689,0.1677,0.239,0,0
2020-01-07 06:00:00,1.4952,3.96,73.6,0.967,0.2292,0.1394,0.2492,0,0
2020-01-07 07:00:00,1.8225,4.88,60.4,1.0,0.218,0.2403,0.3592,0,0
2020-01-07 08:00:00,1.6891,4.07,59.7,0.51,0.2476,0.21,0.2645,0,0
2020-01-07 09:00:00,0.8574,6.06,67.8,0.068,0.1516,0.1404,0.1902,0,0
2020-01-07 10:00:00,0.6166,6.63,65.8,0.12,0.1085,0.1005,0.1131,0,0
2020-01-07 11:00:00,0.6246,5.41,60.4,0.132,0.1107,0.0723,0.1034,0,0
2020-01-07 12:00:00,0.4126,9.39,58.8,0.083,0.0498,0.0501,0.0934,0,0
2020-01-07 13:00:00,0.4702,7.2,50.0,0.106,0.0669,0.0475,0.0818,0,0
2020-01-07 14:00:00,0.6271,4.4,58.9,0.079,0.1068,0.067,0.1571,0,0
2020-01-07 15:00:00,0.477,6.69,52.4,0.058,0.0527,0.0767,0.0937,0,0
2020-01-07 16:00:00,0.839,3.63,46.2,0.09,0.112,0.1465,0.1893,0,0
2020-01-07 17:00:00,1.0038,5.54,53.7,0.125,0.1614,0.1647,0.2524,0,0
2020-01-07 18:00:00,1.7742,5.33,47.5,0.996,0.2686,0.1959,0.451,0,0
2020-01-07 19:00:00,2.407,1.58,49.5,0.991,0.2583,0.3428,0.3814,0,0
2020-01-07 20:00:00,2.1369,3.53,60.1,0.987,0.3667,0.2829,0.4989,0,0
2020-01-07 21:00:00,2.043,2.09,53.7,0.996,0.2809,0.2823,0.476,0,0
2020-01-07 22:00:00,1.7826,2.22,54.8,0.982,0.3447,0.1705,0.5103,0,0
2020-01-07 23:00:00,1.1909,3.53,51.2,1.0,0.1518,0.1992,0.2532,0,0
2020-01-08 00:00:00,1.2334,0.28,48.0,0.956,0.2443,0.1643,0.2731,0,0
2020-01-08 01:00:00,1.4817,-0.38,66.3,1.0,0.2782,0.1836,0.3061,0,0
2020-01-08 02:00:00,1.4406,-0.28,68.4,0.967,0.2508,0.1935,0.2383,0,0
2020-01-08 03:00:00,1.2885,0.31,62.0,1.0,0.1573,0.1965,0.3714,0,0
2020-01-08 04:00:00,1.1839,2.04,67.5,0.995,0.1976,0.1629,0.2436,0,0
2020-01-08 05:00:00,1.1072,3.39,66.1,1.0,0.1278,0.1643,0.2937,0,0
2020-01-08 06:00:00,1.3784,4.07,55.1,1.0,0.2208,0.1231,0.3584,0,0
2020-01-08 07:00:00,1.7594,5.67,67.5,0.97,0.2986,0.1939,0.4733,0,0
2020-01-08 08:00:00,1.67,5.17,61.7,0.518,0.2222,0.2202,0.3393,0,0
2020-01-08 09:00:00,0.894,7.95,75.7,0.069,0.1783,0.1362,0.2323,0,0
2020-01-08 10:00:00,0.7097,5.85,53.9,0.062,0.0772,0.1008,0.1581,0,0
2020-01-08 11:00:00,0.2323,10.63,56.4,0.143,0.0372,0.0203,0.0498,0,0
2020-01-08 12:00:00,0.5401,7.59,56.5,0.066,0.0929,0.0921,0.1154,0,0
2020-01-08 13:00:00,0.6101,5.26,67.4,0.073,0.0698,0.0798,0.118,0,0
2020-01-08 14:00:00,0.4719,4.64,49.4,0.063,0.0897,0.0763,0.086,0,0
2020-01-08 15:00:00,0.427,6.5,49.3,0.097,0.0667,0.0754,0.071,0,0
2020-01-08 16:00:00,0.8344,4.82,50.8,0.142,0.1639,0.0786,0.2454,0,0
2020-01-08 17:00:00,1.0372,5.5,56.7,0.076,0.1517,0.1522,0.1919,0,0
2020-01-08 18:00:00,1.8548,4.36,55.5,1.0,0.3605,0.2516,0.4486,0,0
2020-01-08 19:00:00,2.246,2.77,45.2,0.991,0.3524,0.213,0.6294,0,0
2020-01-08 20:00:00,2.4392,0.88,53.4,0.984,0.2975,0.3003,0.6252,0,0
2020-01-08 21:00:00,2.2214,-0.74,51.2,1.0,0.3202,0.1951,0.4638,0,0
2020-01-08 22:00:00,1.8084,0.38,56.0,1.0,0.2617,0.1674,0.4901,0,0
2020-01-08 23:00:00,1.2742,2.04,50.6,0.986,0.2402,0.1107,0.2072,0,0
2020-01-09 00:00:00,1.2864,1.04,55.3,1.0,0.1961,0.1816,0.3674,0,0
2020-01-09 01:00:00,1.4316,-1.04,64.7,0.955,0.2596,0.2063,0.4215,0,0
2020-01-09 02:00:00,1.2871,1.38,72.7,0.959,0.2343,0.1722,0.355,0,0
2020-01-09 03:00:00,1.2581,2.18,77.6,1.0,0.1897,0.1836,0.2117,0,0
2020-01-09 04:00:00,1.2913,0.9,56.7,1.0,0.142,0.2101,0.298,0,0
2020-01-09 05:00:00,1.3257,3.18,60.5,1.0,0.2393,0.1356,0.2763,0,0
2020-01-09 06:00:00,1.3962,3.81,79.4,1.0,0.2709,0.2133,0.3431,0,0
2020-01-09 07:00:00,1.9797,2.78,72.4,0.992,0.3912,0.1826,0.4224,0,0
2020-01-09 08:00:00,1.6553,5.76,66.6,0.513,0.2088,0.2301,0.434,0,0
2020-01-09 09:00:00,0.8975,6.68,61.7,0.059,0.1026,0.1445,0.1775,0,0
2020-01-09 10:00:00,0.4793,7.94,65.5,0.126,0.0549,0.0856,0.1368,0,0
2020-01-09 11:00:00,0.4082,8.2,56.8,0.104,0.0687,0.0551,0.103,0,0
2020-01-09 12:00:00,0.5786,4.66,59.0,0.146,0.1124,0.0514,0.0974,0,0
2020-01-09 13:00:00,0.5993,5.21,58.5,0.114,0.0649,0.074,0.1608,0,0
2020-01-09 14:00:00,0.4454,7.09,59.0,0.065,0.0651,0.0553,0.0936,0,0
2020-01-09 15:00:00,0.4448,6.61,43.4,0.098,0.0763,0.058,0.0839,0,0
2020-01-09 16:00:00,0.7427,5.99,47.1,0.056,0.1344,0.1068,0.1376,0,0
2020-01-09 17:00:00,0.6963,10.28,45.5,0.125,0.1014,0.1134,0.1077,0,0
2020-01-09 18:00:00,1.9077,4.58,65.0,1.0,0.1917,0.3297,0.3744,0,0
2020-01-09 19:00:00,2.2952,4.65,44.4,0.987,0.2596,0.3775,0.4949,0,0
2020-01-09 20:00:00,2.1441,3.65,63.8,1.0,0.2316,0.3159,0.5292,0,0
2020-01-09 21:00:00,2.1332,2.58,53.7,1.0,0.3269,0.1884,0.4941,0,0
2020-01-09 22:00:00,1.6945,0.65,57.9,1.0,0.291,0.1711,0.3982,0,0
2020-01-09 23:00:00,1.4929,1.96,54.2,0.972,0.2604,0.2555,0.2469,0,0
2020-01-10 00:00:00,1.4678,-0.37,63.4,1.0,0.195,0.2105,0.2523,0,0
2020-01-10 01:00:00,1.2805,0.54,61.5,1.0,0.1568,0.2111,0.312,0,0
2020-01-10 02:00:00,1.3379,0.47,64.5,1.0,0.199,0.1875,0.3325,0,0
2020-01-10 03:00:00,1.1136,1.8,67.2,0.971,0.1667,0.1757,0.291,0,0
2020-01-10 04:00:00,1.0312,5.77,68.1,1.0,0.1929,0.1619,0.3031,0,0
2020-01-10 05:00:00,4.6818,0.22,64.9,1.0,0.8699,0.7781,0.7339,0,0
2020-01-10 06:00:00,1.4179,4.82,73.6,1.0,0.1654,0.1257,0.3056,0,0
2020-01-10 07:00:00,1.9976,2.15,67.6,0.979,0.2136,0.3411,0.5184,0,0
2020-01-10 08:00:00,1.62,4.59,68.1,0.469,0.234,0.2911,0.4603,0,0
2020-01-10 09:00:00,0.8043,7.55,63.7,0.112,0.1273,0.0828,0.1991,0,0
2020-01-10 10:00:00,0.6288,6.49,67.1,0.098,0.1217,0.0907,0.1673,0,0
2020-01-10 11:00:00,0.589,5.08,61.4,0.117,0.1108,0.0501,0.1262,0,0
2020-01-10 12:00:00,0.5742,5.72,52.8,0.061,0.1041,0.0951,0.1679,0,0
2020-01-10 13:00:00,0.3894,7.71,59.3,0.064,0.0759,0.0357,0.0905,0,0
2020-01-10 14:00:00,0.4738,5.3,48.6,0.086,0.0807,0.049,0.0965,0,0
2020-01-10 15:00:00,0.4733,6.24,50.8,0.076,0.0549,0.0659,0.0792,0,0
2020-01-10 16:00:00,0.7005,5.36,44.4,0.112,0.1322,0.126,0.1905,0,0
2020-01-10 17:00:00,1.1379,3.59,56.9,0.087,0.1934,0.1895,0.2592,0,0
2020-01-10 18:00:00,1.8486,7.01,46.5,1.0,0.3269,0.3077,0.3025,0,0
2020-01-10 19:00:00,2.1669,3.97,55.4,1.0,0.336,0.3343,0.5678,0,0
2020-01-10 20:00:00,2.3496,-0.74,42.2,0.969,0.4271,0.3522,0.3697,0,0
2020-01-10 21:00:00,2.1459,1.95,54.1,1.0,0.2359,0.2158,0.4258,0,0
2020-01-10 22:00:00,1.8155,0.2,49.6,1.0,0.309,0.264,0.3465,0,0
2020-01-10 23:00:00,1.4113,2.17,53.7,1.0,0.2023,0.1274,0.4213,0,0
2020-01-11 00:00:00,1.3837,-0.32,64.1,0.841,0.1652,0.1703,0.3201,1,0
2020-01-11 01:00:00,1.3971,0.8,58.3,0.777,0.1959,0.2171,0.2961,1,0
2020-01-11 02:00:00,1.4056,2.03,64.5,0.792,0.2616,0.2035,0.2911,1,0
2020-01-11 03:00:00,1.1693,3.05,66.9,0.759,0.1437,0.1734,0.2884,1,0
2020-01-11 04:00:00,1.5417,0.57,75.4,0.796,0.2531,0.1399,0.2441,1,0
2020-01-11 05:00:00,1.4677,2.59,66.4,0.801,0.2586,0.1778,0.3856,1,0
2020-01-11 06:00:00,1.7805,3.16,69.6,0.812,0.2366,0.3071,0.3559,1,0
2020-01-11 07:00:00,2.1286,3.67,68.8,0.906,0.2692,0.3548,0.3559,1,0
2020-01-11 08:00:00,1.6203,8.02,63.5,0.903,0.274,0.2373,0.471,1,0
2020-01-11 09:00:00,1.4465,6.6,66.5,0.942,0.1575,0.2023,0.3621,1,0
2020-01-11 10:00:00,1.4055,4.58,61.6,0.919,0.2188,0.1184,0.3277,1,0
2020-01-11 11:00:00,0.976,8.14,59.1,0.976,0.1833,0.151,0.2139,1,0
2020-01-11 12:00:00,0.8721,10.05,51.5,0.967,0.1399,0.1123,0.2408,1,0
2020-01-11 13:00:00,0.9929,8.32,59.3,0.933,0.1365,0.113,0.2525,1,0
2020-01-11 14:00:00,1.197,4.19,62.4,0.905,0.212,0.1297,0.3413,1,0
2020-01-11 15:00:00,1.051,5.26,57.1,0.918,0.1435,0.1246,0.1617,1,0
2020-01-11 16:00:00,1.2718,7.27,55.7,0.969,0.1592,0.2275,0.3805,1,0
2020-01-11 17:00:00,1.7258,3.58,52.1,0.999,0.1877,0.1571,0.3019,1,0
2020-01-11 18:00:00,2.0613,4.54,46.6,0.933,0.3852,0.1846,0.4259,1,0
2020-01-11 19:00:00,2.3752,4.25,43.5,0.98,0.3901,0.2396,0.5495,1,0
2020-01-11 20:00:00,2.4139,0.98,46.1,0.987,0.3557,0.3524,0.6914,1,0
2020-01-11 21:00:00,2.1636,1.66,51.0,0.905,0.3557,0.2241,0.4906,1,0
2020-01-11 22:00:00,2.12,-3.59,63.3,0.992,0.2462,0.3718,0.4053,1,0
2020-01-11 23:00:00,1.7276,-0.56,59.7,0.947,0.1774,0.1533,0.3053,1,0
2020-01-12 00:00:00,1.4921,0.57,51.2,0.846,0.2694,0.1625,0.4013,1,0
2020-01-12 01:00:00,1.4827,-0.82,66.2,0.804,0.2822,0.2018,0.3374,1,0
2020-01-12 02:00:00,1.2841,3.8,71.5,0.774,0.1413,0.1912,0.369,1,0
2020-01-12 03:00:00,1.6389,-0.32,74.8,0.847,0.2336,0.2479,0.3033,1,0
2020-01-12 04:00:00,1.4314,1.79,64.1,0.774,0.2726,0.1565,0.2255,1,0
2020-01-12 05:00:00,1.5563,3.37,78.6,0.838,0.2817,0.1724,0.2558,1,0
2020-01-12 06:00:00,1.3892,6.11,61.1,0.767,0.1949,0.2216,0.4122,1,0
2020-01-12 07:00:00,2.2468,2.57,60.4,0.967,0.2461,0.3594,0.4471,1,0
2020-01-12 08:00:00,1.8276,7.19,64.9,0.941,0.2418,0.2302,0.399,1,0
2020-01-12 09:00:00,1.6101,6.09,62.3,0.997,0.2918,0.2843,0.3267,1,0
2020-01-12 10:00:00,1.2002,5.07,54.9,0.918,0.1484,0.1081,0.3127,1,0
2020-01-12 11:00:00,1.2453,7.54,57.9,0.941,0.2404,0.1597,0.3699,1,0
2020-01-12 12:00:00,1.0404,7.25,54.1,0.964,0.1419,0.1353,0.3,1,0
2020-01-12 13:00:00,1.2482,5.95,60.4,0.998,0.2313,0.159,0.2428,1,0
2020-01-12 14:00:00,1.2468,6.65,57.3,0.93,0.1779,0.1597,0.3699,1,0
2020-01-12 15:00:00,1.2046,5.49,48.7,0.94,0.1847,0.1718,0.2596,1,0
2020-01-12 16:00:00,1.4249,5.62,49.3,0.946,0.256,0.1178,0.3093,1,0
2020-01-12 17:00:00,1.4789,5.72,57.9,0.925,0.1945,0.2516,0.3407,1,0
2020-01-12 18:00:00,2.0303,6.33,54.9,0.982,0.2052,0.1882,0.3793,1,0
2020-01-12 19:00:00,2.5436,1.32,49.4,0.909,0.2986,0.3938,0.5291,1,0
